SR_Pcode,State_Region,Tsp_Pcode,Township,Facility,Date,Male,Female,Total
MMR010,Mandalay,MMR010022,Nyaung-U,လောကသစ္စာဟိုတယ်၊ ညောင်ဦး (Hotel Quarantine),2/4/2020,NA,NA,46
MMR010,Mandalay,MMR010022,Nyaung-U,ရွှေပိုးအိမ် ဟိုတယ်၊ ညောင်ဦး (Hotel Quarantine),2/4/2020,NA,NA,10
MMR010,Mandalay,MMR010D001,Mandalay,မန္တလေး၊ (Facility Quarantine),2/4/2020,NA,NA,183
MMR010,Mandalay,MMR010D002,Pyinoolwin,ပြင်ဦးလွင်  (Facility Quarantine),2/4/2020,NA,NA,538
MMR010,Mandalay,MMR010D003,Kyaukse,ကျောက်ဆည်  (Facility Quarantine),2/4/2020,NA,NA,132
MMR010,Mandalay,MMR010D004,Myingyan,မြင်းခြံ  (Facility Quarantine),2/4/2020,NA,NA,480
MMR010,Mandalay,MMR010D007,Meiktila,မိတ္ထီလာ  (Facility Quarantine),2/4/2020,NA,NA,1438
MMR010,Mandalay,MMR010D006,Yamethin,ရမည်းသင်း  (Facility Quarantine),2/4/2020,NA,NA,1495
MMR010,Mandalay,MMR010D005,Nyaung-U,ညောင်ဦး  (Facility Quarantine),2/4/2020,NA,NA,344
MMR001,Kachin,MMR001007,Mohnyin,အထက မော်ဟန်,3/4/2020,NA,NA,37
MMR001,Kachin,MMR001007,Mohnyin,အလက(ခွဲ) နန်ရင်း၊ ဟိုပင်မြို့,3/4/2020,NA,NA,9
MMR001,Kachin,MMR001007,Mohnyin,အထက မြို့မတောင် ၊ဟိုပင်မြို့,3/4/2020,NA,NA,21
MMR001,Kachin,MMR001007,Mohnyin,အထက ညောင်ကုန်း၊ နန်းမား,3/4/2020,NA,NA,17
MMR001,Kachin,MMR001007,Mohnyin,အလက(ခွဲ) မြို့မ ရန်အောင်၊ နန်းမား,3/4/2020,NA,NA,6
MMR001,Kachin,MMR001007,Mohnyin,အထက နန့်မွန်း၊ အင်းတော်ကြီး,3/4/2020,NA,NA,14
